name,latitude,longitude,designation,states,description,activities,amenities
New Jersey Pinelands National Reserve,39.9384,-74.625,National Reserve,NJ,"This is truly a special place. It's classified as a United States Biosphere Reserve and in 1978 was established by Congress as the country’s first National Reserve. It includes portions of seven southern New Jersey counties, and encompasses over one-million acres of farms, forests and wetlands. It contains 56 communities, from hamlets to suburbs, with over 700,000 permanent residents.",,
New Orleans Jazz National Historical Park,29.96303129,-90.06749669,National Historical Park,LA,"Discover the roots of jazz at the New Orleans Jazz National Historical Park. Located in the heart of the French Quarter, our park offers live performances, exhibits, and programs that celebrate the legacy of America's unique musical art form. Immerse yourself in the vibrant history and culture of jazz, a sound that continues to inspire the world. Join us in preserving and celebrating the music!","Arts and Culture, Cultural Demonstrations, Live Music, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
New Philadelphia National Historic Site,39.69803,-90.96131,National Historic Site,IL,"To a casual observer, New Philadelphia looked like a typical Illinois pioneer town. But a closer look revealed a unique and racially diverse community. New Philadelphia was the first US town platted and registered by an African American. A formerly enslaved man, Free Frank McWorter, founded New Philadelphia in 1836 and purchased freedom for himself and 15 family members.",Guided Tours,
New River Gorge National Park & Preserve,37.86878554,-80.99956002,National Park & Preserve,WV,"A rugged, whitewater river flowing northward through deep canyons, the New River is among the oldest rivers on the continent. The park encompasses over 70,000 acres of land along the New River, is rich in cultural and natural history, and offers an abundance of scenic and recreational opportunities.","Arts and Culture, Theater, Auto and ATV, Scenic Driving, Astronomy, Biking, Mountain Biking, Road Biking, Boating, Camping, Backcountry Camping, Canoe or Kayak Camping, Car or Front Country Camping, Group Camping, RV Camping, Climbing, Rock Climbing, Fishing, Freshwater Fishing, Fly Fishing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Backcountry Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Hunting and Gathering, Hunting, Paddling, Canoeing, Canoe or Kayak Camping, Kayaking, Stand Up Paddleboarding, Whitewater Rafting, Junior Ranger Program, Playground, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Nez Perce National Historical Park,46.07019093,-115.8761258,National Historical Park,"ID,MT,OR,WA","Since time immemorial, the valleys, prairies, mountains, and plateaus of the inland northwest have been home to the nimíipuu (Nez Perce) people. Extremely resilient, they survived the settling of the United States and adapted to a changed world. Nez Perce National Historical Park consists of 38 places important to the history and culture of the nimíipuu. Explore these places. Learn their stories.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Horse Trekking, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Nicodemus National Historic Site,39.39167606,-99.61680329,National Historic Site,KS,"Formerly enslaved African Americans left Kentucky at the end of the post-Civil War Reconstruction period to experience freedom in the ""Promised Land"" of Kansas. Nicodemus represents the involvement of African Americans in the homesteading movement across the Great Plains. It is the oldest and only remaining Black settlement west of the Mississippi River.","Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Junior Ranger Program, Park Film",
Ninety Six National Historic Site,34.14273587,-82.01636079,National Historic Site,SC,Settlers struggled against the harsh backcountry to survive. Cherokee Indians hunted and fought to keep their land. Two towns and a trading post were formed then abandoned to the elements. And two Revolutionary War battles claimed over 100 lives. Come discover the 18th century history of South Carolina.,"Fishing, Freshwater Fishing, Guided Tours, Self-Guided Tours - Walking, Horse Trekking, Horseback Riding, Living History, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Niobrara National Scenic River,42.79413083,-99.91870646,National Scenic River,NE,"With a little something for everyone, the Niobrara National Scenic River is a destination for crossing adventures off your bucket list. Most popular for river recreation, you can float the Niobrara River on a canoe, tube, or kayak as a beginner and have a blast. Hiking, biking, and wildlife watching keep our visitors busy. Oh! And we haven't even told you about the waterfalls yet.","Astronomy, Stargazing, Biking, Camping, Fishing, Guided Tours, Hiking, Hunting and Gathering, Hunting, Paddling, Canoeing, Kayaking, Stand Up Paddleboarding, Junior Ranger Program, Tubing, River Tubing, Wildlife Watching, Birdwatching, Park Film, Shopping, Bookstore and Park Store",
Noatak National Preserve,68.01027053,-159.831694,National Preserve,AK,"As one of North America's largest mountain-ringed river basins with an intact ecosystem, the Noatak River environs feature some of the Arctic's finest arrays of plants and animals. The river is classified as a National Wild and Scenic River. It offers stunning wilderness float-trip opportunities - from deep in the Brooks Range to the tidewater of the Chukchi Sea.","Boating, Camping, Backcountry Camping, Fishing, Freshwater Fishing, Flying, Fixed Wing Flying, Hands-On, Arts and Crafts, Hiking, Backcountry Hiking, Hunting and Gathering, Hunting, Paddling, Canoeing, Junior Ranger Program, Wildlife Watching, Museum Exhibits",
North Cascades National Park,48.71171756,-121.2069423,National Park,WA,"Less than three hours from Seattle, an alpine landscape beckons. Discover communities of life adapted to moisture in the west and recurring fire in the east. Explore jagged peaks crowned by more than 300 glaciers. Listen to cascading waters in forested valleys. Witness a landscape sensitive to the Earth's changing climate. Help steward the ecological heart of the Cascades.","Auto and ATV, Scenic Driving, Biking, Road Biking, Boating, Motorized Boating, Boat Tour, Camping, Backcountry Camping, Canoe or Kayak Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Group Camping, RV Camping, Climbing, Rock Climbing, Fishing, Guided Tours, Bus/Shuttle Guided Tour, Hands-On, Citizen Science, Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Paddling, Canoe or Kayak Camping, Junior Ranger Program, Shopping, Bookstore and Park Store",
North Country National Scenic Trail,46.334400743,-90.8165630499,National Scenic Trail,"MI,MN,ND,NY,OH,PA,VT,WI","Come to the North Country. Trek the hills and valleys. Stand on the shores of lakes & streams from glaciers 10,000 years before. Clear-flowing water, red/gold of autumn, a fairyland of snow, open prairies, and distant horizons paint the land. Historic sites along the way tell how America settled and grew as a nation. From North Dakota to Vermont, adventure is never far away.","Biking, Mountain Biking, Camping, Backcountry Camping, Guided Tours, Self-Guided Tours - Walking, Hiking, Backcountry Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Skiing, Cross-Country Skiing, Snowshoeing, Wildlife Watching, Birdwatching, Shopping, Gift Shop and Souvenirs",
Obed Wild & Scenic River,36.1056026037,-84.5979170501,Wild & Scenic River,TN,"The Obed Wild and Scenic River looks much the same today as it did when the first white settlers strolled its banks in the late 1700s. While meagerly populated due to poor farming soil, the river was a hospitable fishing and hunting area for trappers and pioneers. Today, the Obed stretches along the Cumberland Plateau and offers visitors a variety of outdoor recreational opportunities.","Astronomy, Stargazing, Camping, Climbing, Rock Climbing, Fishing, Freshwater Fishing, Hiking, Hunting and Gathering, Paddling, Canoe or Kayak Camping, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film",
Ocmulgee Mounds National Historical Park,32.83816576,-83.60224853,National Historical Park,GA,"Welcome to Ocmulgee Mounds National Historical Park. This park is a prehistoric American Indian site, where many different American Indian cultures occupied this land for thousands of years. American Indians first came here during the Paleo-Indian Period hunting Ice Age mammals. Around 900 CE, the Mississippian Period began, and people constructed mounds for their elite, which remain here today.","Biking, Fishing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Gift Shop and Souvenirs",
Oklahoma City National Memorial,35.473,-97.5171,National Memorial,OK,"The outdoor symbolic memorial is a place of quiet reflection, honoring victims, survivors, rescuers, and all who were changed forever on April 19, 1995. It encompasses the now sacred soil where the Alfred P. Murrah Federal Building once stood, capturing and preserving forever the place and events that changed the world.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program",
Old Spanish National Historic Trail,37.0791782514,-112.114693431,National Historic Trail,"AZ,CA,CO,NV,NM,UT","Follow the routes of mule pack trains across the Southwest on the Old Spanish National Historic Trail between Santa Fe, New Mexico, and Los Angeles, California. New Mexican traders moved locally produced merchandise across what are now six states to exchange for mules and horses.","Arts and Culture, Theater, Auto and ATV, Scenic Driving, Hiking, Horse Trekking",
